"","Codi","Altitud (m)","Superficie (km2)","Any","Perc_pob","Densit_pob","Perc_Densit_pob"
"280","081982",258,13.7,2015,1.44589447393069,422.554744525547,1.24963355735615
"281","081982",258,13.7,2016,1.46061424534931,427.883211678832,1.26449142137325
"282","081982",258,13.7,2017,1.48911741585433,438.321167883212,1.29051222526242
"283","081982",258,13.7,2018,1.50016367659474,444.890510948905,1.30198363461924
"284","081982",258,13.7,2019,1.49766379095689,447.810218978102,1.30080643945788
"285","081982",258,13.7,2020,1.53203755071419,453.138686131387,1.31528609575085
"286","081982",258,13.7,2021,1.53203755071419,453.138686131387,1.31528609575085
"287","082021",152,65.23,2011,4.27877551638653,259.834432009811,0.770839445960093
"288","082021",152,65.23,2012,4.2815663973763,261.781388931473,0.773106410810506
"289","082021",152,65.23,2013,4.33072444306373,265.000766518473,0.783777856021394
"290","082021",152,65.23,2014,4.31511252410695,264.464203587306,0.782030170212026
"291","082021",152,65.2,2015,4.32519512956603,265.598159509202,0.78546123832403
"292","082021",152,65.2,2016,4.37038107530311,269.018404907975,0.79501007731283
"293","082021",152,65.23,2017,4.36146496420415,269.630538095968,0.793850562584839
"294","082021",152,65.23,2018,4.3697958842105,272.175379426644,0.796528316605231
"295","082021",152,65.23,2019,4.3706882662253,274.47493484593,0.797299274527779
"296","082021",152,65.23,2020,4.4756818652952,278.031580561092,0.807017990923873
"297","082021",152,65.23,2021,4.4756818652952,278.031580561092,0.807017990923873
"298","082074",231,10.64,2011,0.635164269232905,236.466165413534,0.701513831426288
"299","082074",231,10.64,2012,0.640630249783113,240.131578947368,0.709169066143418
"300","082074",231,10.64,2013,0.637357571627567,239.097744360902,0.707165944901807
"301","082074",231,10.64,2014,0.633346757349649,237.96992481203,0.703685634130287
"302","082074",231,10.6,2015,0.641398688729316,242.264150943396,0.716454889420748
"303","082074",231,10.6,2016,0.647583832081687,245.188679245283,0.724587861970645
"304","082074",231,10.64,2017,0.656649944576562,248.872180451128,0.73273347246937
"305","082074",231,10.64,2018,0.676611968327964,258.364661654135,0.756110892363479
"306","082074",231,10.64,2019,0.688412696087765,265.037593984962,0.769885532627651
"307","082074",231,10.64,2020,0.706790519530517,269.172932330827,0.781304766251115
"308","082074",231,10.64,2021,0.706790519530517,269.172932330827,0.781304766251115
"309","082107",480,15,2011,1.51217566482715,399.333333333333,1.18468473573372
"310","082107",480,15,2012,1.53074272991229,407,1.2019735645999
"311","082107",480,15,2013,1.50946516079249,401.666666666667,1.18798689894851
"312","082107",480,15,2014,1.47580800488267,393.333333333333,1.16310082591266
"313","082107",480,15,2015,1.47561660942866,393.866666666667,1.16479346207156
"314","082107",480,15,2016,1.48702589836995,397.866666666667,1.175785759101
"315","082107",480,15,2017,1.49903659930715,403,1.18651907525335
"316","082107",480,15,2018,1.52206926596585,412.266666666667,1.20650910704785
"317","082107",480,15,2019,1.52793442014657,417.266666666667,1.21208302974807
"318","082107",480,15,2020,1.57028913260219,424.2,1.2312882984697
"319","082107",480,15,2021,1.57028913260219,424.2,1.2312882984697
"320","082093",112,13.15,2011,2.1258816817211,640.380228136882,1.89978801670978
"321","082093",112,13.15,2012,2.11646181542828,641.901140684411,1.89569582847465
"322","082093",112,13.15,2013,2.13930672332067,649.3536121673,1.92055664076261
"323","082093",112,13.15,2014,2.16768680852767,659.011406844106,1.94872045318537
"324","082093",112,13.2,2015,2.14873556041211,651.742424242424,1.92741701433373
"325","082093",112,13.2,2016,2.15529055309988,655.30303030303,1.93656829153662
"326","082093",112,13.15,2017,2.14849513588041,658.859315589354,1.93982418326336
"327","082093",112,13.15,2018,2.14674775836904,663.269961977186,1.94107676962344
